caseId,module,expectedIntent,expectedSource,turnCount,actualAnswer,expectedAnswer,dialogId,answerSource,elapsedMs,availabilityPass,japaneseTonePass,keywordCoverage,overallStatus,failureReason
"TK-010","文書に基づく追加質問・回答","育休・長期休業申請の流れに関する文書追問","文書（経営管理部：長期休業・育児介護休業関連）","2","長期休業にあたる育休の場合についてお答えします。

まず、長期休業の定義は、
・有給休暇以外で4日以上所定労働日を休む場合
・病気・けが（業務中・業務外含む）で4日以上所定労働日を休む場合
・出産・育児・介護等で4日以上所定労働日を休む場合
となっています。

育休で長期休業になる場合の流れは、
1つ目に、まずは所属長に相談してください。タイミングとしては、育休に入ることが確定した段階で、できるだけ早めに相談をお願いします。
2つ目に、所属長が相談または報告として部長の承認を受けます。
3つ目に、長期休業申請書が受理されたら、マネーフォワード勤怠で休業の設定を行ってください。
マネーフォワード勤怠での休業の設定方法については、案内されている添付資料を確認してください。

なお、急な長期休業で事前に申請ができない場合は、その時点で上長と相談のうえ、申請を進めてください。","病気やけが、出産、育児、介護等で長期休業をする場合は、所属長・部長と相談し、確定したら長期休業申請書を提出してください。申請書が受理されたら、マネーフォワード勤怠で休業の設定を行ってください。","1017675165233503260","","6077","true","true","50","review","manual_review_required_without_llm_judge"
"TK-011","文書に基づく追加質問・回答","急な長期休業時の申請に関する文書追問","文書（経営管理部：長期休業する場合の手続き等について）","2","急な長期休業で事前に申請ができない場合は、まず上長に状況をご相談ください。  
そのうえで、可能になったタイミングで上長と相談しながら長期休業申請書を提出し、受理後にマネーフォワード勤怠で休業の設定を行ってください。","急な長期休業で申請ができない場合は、上長と相談して申請してください。有給休暇以外で4日以上所定労働日を休む場合は長期休業の対象になります。","1017675165233503262","","4148","true","true","0","review","manual_review_required_without_llm_judge"
"TK-012","文書に基づく追加質問・回答","損保試験申込時の募集人ID入力に関する文書追問","文書（業務管理部：損保資格試験申込マニュアル）","2","募集人IDを持っていない方は、募集人IDの入力欄をブランクのままにして申請してください。","受験対象者の情報入力では、氏名、生年月日、性別、メールアドレスを入力します。募集人IDを持っていない場合はブランク、持っている場合はIDを入力してください。5人まで入力可能です。","1017675165233503264","","3294","true","true","0","review","manual_review_required_without_llm_judge"
"TK-013","文書に基づく追加質問・回答","SJネット利用者設定の検索項目に関する文書追問","文書（業務管理部：SJ-NETシステム利用者設定／SJ-NETの登録について）","2","募集人資格をお持ちの場合は、SJ-NETにログオンしたうえで、認証IDの下に表示されている「利用者設定」をクリックして設定を進めるかたちになりますが、「検索」に使う項目についての記載は確認できません。

申し訳ありませんが、該当する情報を確認できません。","SJ-NETにログオンし、システム情報・設定から認証IDのシステム利用者設定を開きます。募集人資格を持っている場合は、親代理店コードを確認し、カナ氏名、漢字氏名、生年月日を入力して検索してください。","1017675165233503266","","4071","true","true","14","review","manual_review_required_without_llm_judge"
"TK-014","文書に基づく追加質問・回答","共同GW証明書ファイルが見当たらない場合の文書追問","文書（業務管理部：NTT共同ゲートウェイ／GWご利用準備の手順書）","2","情報バーにCertificate.pfxが見当たらない場合は、画面左下の「Windowsを検索」で「certificate.pfx」と入力し、表示された該当ファイルをダブルクリックしてください。  
そのまま「証明書のインポートウィザード」の開始画面が開きますので、案内に従って進めてください。","情報バーが見当たらない場合は、Windowsの検索から「certificate.pfx」と入力し、該当ファイルをダブルクリックすることで証明書のインポートウィザードを開始できます。","1017675165233503268","","4557","true","true","25","review","manual_review_required_without_llm_judge"
"TK-015","文書に基づく追加質問・回答","TNet切替ボタンが出ない場合の文書追問","文書（業務管理部：TNetの接続切替について）","2","接続経路切替の「切替ボタン」が出てこない場合は、社内で配布している  
「TNetの接続切替について.pdf」を確認してください。  

その中に、あんしん生命が作成した接続経路切替の手順マニュアルがありますので、  
その手順に沿って、あんしんTNetの接続経路切替を行ってください。  

なお、マニュアル内に記載のIDとパスワードは拠点長に配信されていますので、  
不明な場合は拠点長に確認をお願いします。","「TNetの接続切替について」に添付されている、共同GWにTNetを導入する手順マニュアルを参照してください。接続切替ができていない場合、新しいPC利用時に支障が出るため、添付ファイルに沿って切替を行ってください。","1017675165233503270","","4294","true","true","0","review","manual_review_required_without_llm_judge"
"TK-016","文書に基づく追加質問・回答","募集関連行為における提携禁止先に関する文書追問","文書（業務管理部：募集関連行為に関する社内規則）","2","申し訳ありませんが、該当する情報を確認できません。","一般個人、個人事業主、保険代理店、比較サイトを運営する法人との提携は禁止されています。管理責任の遂行が困難であることや、無登録販売の抑制、誤った商品説明等の検証・管理が困難であることが理由です。","1017675165233503272","","3238","true","false","0","review","manual_review_required_without_llm_judge"
"TK-017","文書に基づく追加質問・回答","ロゴ使用承認の範囲に関する文書追問","文書（業務管理部：会社のロゴや社名の使用）","2","会社ロゴの使用承認は、  
「掲載媒体・使用目的・ロゴ表記」についての確認のみです。  

そのため、資料の内容や説明内容を、会社として包括的に承認したことにはなりません。","承認は掲載媒体、使用目的、ロゴ表記に関する確認であり、資料内容や説明内容を会社として包括的に承認するものではありません。申請後、7営業日以内に広報担当から連絡があります。","1017675165233503274","","5823","true","true","17","review","manual_review_required_without_llm_judge"
"TK-018","文書に基づく追加質問・回答","告知忘れが多い項目に関する文書追問","文書（営業推進部：コンプライアンス規程等／コンプライアンスマニュアル）","2","はい、説明が必要です。

告知項目のうち  
「最近3か月以内に、医師の診察・検査・治療・投薬（薬の処方を含む）を受けたことがありますか。」  
という質問は、「病気かどうか」ではなく「医師にみてもらった事実」があったかどうかを聞いています。

そのため、  
・検査だけだった  
・薬をもらっただけ  
・診察したが何でもなかった  
・病名は言われていない  
といった場合でも、医師による検査を受けていれば、告知の対象になります。

お客様には「病気かどうかに関わらず、最近3か月以内に医師の診察や検査、薬の処方があればご申告ください」とご説明ください。","告知忘れが多い項目として、病気と思わなかった場合や検査だけだった場合でも、医師にみてもらった事実があれば告知が必要です。あいまいに判断せず、告知書に正確に記入いただくよう説明してください。","1017675165233503276","","6680","true","true","0","review","manual_review_required_without_llm_judge"
"TK-019","文書に基づく追加質問・回答","申込前チェックシート呼び出し文言に関する文書追問","文書（営業推進部：申込前チェックシート及び取扱報告書）","2","お客様には、公式LINEのトーク画面で  
「申込前チェックシート」  
と入力して送信していただくと、申込前チェックシートが表示されるようになっています。","メニュー画面左下のキーボードアイコンをタッチし、キーボード入力できる状態にしてから、「申込前チェックシート」と入力して送信してください。「申込み」「申込」「申し込み」「申込み前」「申込前」「申し込み前」等では表示されないため注意してください。","1017675165233503278","","3528","true","true","0","review","manual_review_required_without_llm_judge"
"TK-020","文書に基づく追加質問・回答","リーズ会社一覧の区分に関する文書追問","文書（営業推進部：R&C提携 リーズ会社一覧）","2","申し訳ありませんが、該当する情報を確認できません。","R&C提携リーズ会社一覧は、主に分担割合等に応じて区分整理されています。詳細は添付資料の担当IA・提携先一覧・共同募集管理表をご確認ください。","1017675165233503280","","5158","true","false","0","review","manual_review_required_without_llm_judge"
"DOC-001","文書に基づく質問・回答","健康診断のリスト外機関受診と精算上限の問い合わせ","文書（経営管理部：2025年度 健康診断について）","1","リストにない医療機関で受診された場合は、いったん全額を自己負担でお支払いのうえ領収証をお持ちいただき、経費精算が可能です。  
ただし精算できる上限は、

協会けんぽの自己負担額：5282円まで

となります。  
また、本来の自己負担額5282円より安い金額で受診された場合は「実際に支払った金額まで」が精算対象です。","リストにない機関で受診する場合は自己負担で支払い、領収証を受け取ってください。経費精算は可能ですが、上限は協会けんぽの自己負担額である5,282円までです。胃カメラ差額、付加健診、乳がん検診、子宮頸がん検診は自己負担です。","1017675165233503281","","3240","true","true","0","review","manual_review_required_without_llm_judge"
"DOC-002","文書に基づく質問・回答","ベネフィットステーション初期登録の問い合わせ","文書（経営管理部：ベネフィットステーションを使ってみよう）","1","ベネフィットステーションの登録メールが届いたら、メール文面の一番下にある「認証キー2」をクリックして設定を進めてください。","届いたメールの一番下にある「認証キー2」をクリックして設定してください。その後、団体ID、認証キー1、ご自身で決めた認証キー2を入力し、ベネアカウントの登録へ進みます。","1017675165233503282","","2611","true","true","0","review","manual_review_required_without_llm_judge"
"DOC-003","文書に基づく質問・回答","確定拠出年金加入後の掛金停止可否の問い合わせ","文書（経営管理部：加入希望者向け 確定拠出年金加入について）","1","確定拠出年金は、一度掛金の積立を開始すると、掛金を停止して0円にすることはできません。","一旦、確定拠出年金掛金の積立をした方は、掛金を停止すること、つまり掛金額を0円にすることはできません。また、運用商品は加入者自身の自己責任で選択します。","1017675165233503283","","2706","true","false","0","review","manual_review_required_without_llm_judge"
"DOC-004","文書に基づく質問・回答","長期休業申請の対象と手続きの問い合わせ","文書（経営管理部：長期休業する場合の手続き等について）","1","有給休暇以外で4日以上お休みになる場合は、長期休業に該当しますので、次の流れで進めてください。

まず、所属長に長期休業の予定・理由・期間などを相談してください。  
そのうえで、所属長から部長へ相談または報告を行い、承認を受けてもらいます。  

内容が確定したら、LINEWORKS掲示板「長期休業する場合の手続き等について」に添付されている「長期休業申請書 vol.1.xlsx」を記入し、提出してください。  
申請書が受理されましたら、「長期休業の申請（マネーフォワード勤怠）.pdf」を確認しながら、マネーフォワード勤怠上で休業の設定を行ってください。  

もし急な長期休業で事前申請が難しい場合は、上長と相談のうえ、対応方法を確認してください。","有給休暇以外で4日以上所定労働日を休む場合は長期休業の対象です。所属長・部長と相談し、確定したら長期休業申請書を提出してください。申請書が受理されたら、マネーフォワード勤怠で休業の設定を行ってください。","1017675165233503284","","4280","true","true","0","review","manual_review_required_without_llm_judge"
"DOC-005","文書に基づく質問・回答","共同GW証明書確認方法の問い合わせ","文書（業務管理部：GWご利用準備の手順書／NTT共同ゲートウェイ）","1","申し訳ありませんが、該当する情報を確認できません。","インターネットオプションの「コンテンツ」タブから「証明書」を開き、「個人」タブで発行者が「NTTDATA HOKEN-GW Issuing CA」ではじまり、有効期限が1年先である証明書が入っていることを確認してください。","1017675165233503285","","2443","true","false","0","review","manual_review_required_without_llm_judge"
"DOC-006","文書に基づく質問・回答","SJ-NETで募集人資格がない利用者の設定方法","文書（業務管理部：SJ-NETシステム利用者設定）","1","SJ-NETで募集人資格を持たない利用者を登録する場合は、次の手順になります。

まず、該当の認証IDの「募集に従事せず」にチェックを入れてから、「利用者設定」をクリックします。

次に、「利用者氏名登録」画面で［カナ氏名］と［漢字氏名］を入力し、「実行」をクリックします。なお［漢字氏名］は、姓と名の間に必ず全角スペースを入れてください。

その後、システム利用者設定画面に戻り、「利用者氏名」が反映されていることを確認し、［メール宛先部担］に表示されている部店担当店コードを確認の上、「確認」をクリックします。","募集人資格を持たない利用者は、該当認証IDの「募集に従事せず」にチェックを入れてから利用者設定をクリックします。利用者氏名登録画面でカナ氏名と漢字氏名を入力し、実行してください。漢字氏名は姓と名の間に必ず全角スペースを入れます。","1017675165233503286","","3573","true","true","0","review","manual_review_required_without_llm_judge"
"DOC-007","文書に基づく質問・回答","募集関連行為の支払い提出書類に関する問い合わせ","文書（業務管理部：募集関連行為に関する社内規則）","1","募集関連行為の提携先への支払い時に、拠点長が業務管理部へ提出するものは次の2点です。  

・請求書  
・SalesForceの申込申請画面（AC・分担情報の記載ページ）を印刷したもの（支払い対象契約ごと）","拠点長の責任で、請求書とSalesForce申込申請画面のAC・分担情報の記載ページを印刷したものを、支払い対象契約ごとに業務管理部へ提出してください。当月業務管理部に届いた請求書は翌月末の支払いです。","1017675165233503287","","2966","true","true","0","review","manual_review_required_without_llm_judge"
"DOC-008","文書に基づく質問・回答","コンプライアンス疑義案件発生時の初動問い合わせ","文書（営業推進部：コンプライアンス疑義案件報告要領）","1","まずはLINEWORKSの掲示板をご確認ください。「コンプライアンス規定等」や「コンプライアンスマニュアル（事例集）」と検索いただければ掲示板が確認できます。それでも判断が難しい場合は、メールまたはLINEWORKSにてコンプライアンス部の高田までお問い合わせください。","コンプライアンス疑義案件が発生した場合は、ただちに報告等の対応を行う必要があります。自己判断で進めず、コンプライアンス疑義案件報告要領に沿って対応してください。","1017675165233503288","QA","936","true","true","0","review","manual_review_required_without_llm_judge"
"DOC-009","文書に基づく質問・回答","申込前チェックシート送信前確認に関する問い合わせ","文書（営業推進部：申込前チェックシート手続きの流れ）","1","そのままお客様に送信していただいて問題ありません。  
お客様には、公式LINE上で

2. 申込前チェックシート と入力して送信

とお伝えください。

「申込み前」「申込前」「申し込み」などと入力すると表示されませんので、その点だけ注意喚起をお願いします。","送信前には一度「戻る」をタッチしていただき、担当者が入力内容に誤りがないか確認します。確認後に再度送信を押していただき、「確認済のため送信」を押してください。送信後の画面が表示されたら担当者に画面を見せてもらいます。","1017675165233503289","","3538","true","true","0","review","manual_review_required_without_llm_judge"
"DOC-010","文書に基づく質問・回答","拠点オリジナルグッズ制作とロゴ使用申請の問い合わせ","文書（業務管理部：会社のロゴや社名の使用）","1","拠点オリジナルノベルティ・グッズ制作で会社ロゴや社名を使用する場合は、フォームから申請後、7営業日以内に広報担当から連絡があります。","拠点オリジナルノベルティやグッズを制作したい場合は、掲示板の申請フォームから申請してください。申請後、7営業日以内に広報担当から連絡があります。Microsoftアカウントへのログインが必要です。","1017675165233503290","","3040","true","true","40","review","manual_review_required_without_llm_judge"
"PIC-001","担当者案内","見込客の温度感判断に関する担当者案内","prompt担当者判断ルール","1","資料請求だけの見込客の優先度判断や追客については、個別・具体的な内容になりますので、営業推進部の佐藤義朗さん、または秦さんにご相談いただく形になります。  
お手数ですが、メールまたはLINEWORKSで直接お問い合わせください。","リーズ・見込客の温度感に関するご相談として、佐藤義朗・秦宛にご相談いただきたいです。","1017675165233503291","","3551","true","true","0","review","manual_review_required_without_llm_judge"
"PIC-002","担当者案内","リーズ別アプローチトークに関する担当者案内","prompt担当者判断ルール","1","年齢層ごとのアプローチトークや話し方の工夫については、個別・具体的なご案内になります。  
お手数ですが、メールまたはLINEWORKSにて営業推進部の佐藤義朗宛にご相談ください。","リーズごとのアプローチトークに関するご相談として、佐藤義朗宛にご相談いただきたいです。","1017675165233503292","","3101","true","true","0","review","manual_review_required_without_llm_judge"
"PIC-003","担当者案内","公式LINE配信内容の個別判断に関する担当者案内","prompt担当者判断ルール","1","公式LINEの配信内容やテーマの判断については、営業推進部の藤川宛に、メールまたはLINEWORKSでご相談ください。","公式LINEの配信内容に関するご相談として、藤川宛にご相談いただきたいです。","1017675165233503293","","2603","true","true","0","review","manual_review_required_without_llm_judge"
"PIC-004","担当者案内","採用リードの個別情報確認に関する担当者案内","prompt担当者判断ルール","1","事前情報はすべて、各拠点長へ連携させていただいております。連携している情報以上のものはございません。","採用リードの事前情報に関するご相談として、江原宛にご相談いただきたいです。","1017675165233503294","QA","855","true","true","0","review","manual_review_required_without_llm_judge"
"PIC-005","担当者案内","コンプライアンス判断が必要な個別案件の担当者案内","prompt担当者判断ルール","1","グレーな案件につきましては、メールまたはLINEWORKSにてコンプライアンス部の高田までお問い合わせください。","コンプライアンス上の判断やグレー案件の取り扱いに関するご相談として、コンプライアンス部の高田宛にご相談いただきたいです。","1017675165233503295","QA","897","true","true","0","review","manual_review_required_without_llm_judge"
"PIC-006","担当者案内","共同ゲートウェイ開通状況の個別確認に関する担当者案内","prompt担当者判断ルール","1","申し訳ありませんが、該当する情報を確認できません。","共同ゲートウェイの開通時期に関するご相談として、関澤宛にご相談いただきたいです。","1017675165233503296","","2226","true","false","0","review","manual_review_required_without_llm_judge"
"PIC-007","担当者案内","SNS投稿原稿の社外公開判断に関する担当者案内","prompt担当者判断ルール","1","募集関連行為やコンプライアンスに関わる内容になりますので、社外公開してよいかの判断は、業務管理部に確認をお願いいたします。","募集文書に該当するかの確認として、豊田宛に相談いただきたいです。","1017675165233503297","","2799","true","true","0","review","manual_review_required_without_llm_judge"
"PIC-008","担当者案内","会社ロゴ使用可否の個別確認に関する担当者案内","prompt担当者判断ルール","1","会社ロゴの使用可否やデザインの確認は、事前の申請と承認が必要です。  
拠点イベント用の掲示物も、会社としての掲載媒体・使用目的・ロゴ表記の確認を行ったうえでの使用になります。

申請方法や確認フローについては、会社ロゴの使用申請の担当である井寺さんへ、メールまたはLINEWORKSでご相談ください。","会社ロゴの使用に関するご相談として、井寺宛にご相談いただきたいです。","1017675165233503298","","3997","true","true","0","review","manual_review_required_without_llm_judge"
"PIC-009","担当者案内","給与明細の個別確認に関する担当者案内","prompt担当者判断ルール","1","給与の詳細な内訳確認については、経営管理部の大城宛にメールまたはLINEWORKSでご依頼いただく形になります。","給与に関するご相談として、経営管理部の大城宛に相談いただきたいです。","1017675165233503299","","2723","true","true","0","review","manual_review_required_without_llm_judge"
"PIC-010","担当者案内","健康診断の例外対応に関する担当者案内","prompt担当者判断ルール","1","健康診断の例外対応につきましては、こちらではお答えできる情報がございません。  
お手数ですが、福利厚生を担当している経営管理部の岡部宛に、メールまたはLINEWORKSでご相談いただけますでしょうか。","福利厚生に関するご相談として、経営管理部の岡部宛にご相談いただきたいです。","1017675165233503300","","3211","true","true","0","review","manual_review_required_without_llm_judge"
"CON-001","連絡先回答","佐藤義朗さんの連絡先回答","prompt連絡先一覧","1","佐藤義朗さんのメール連絡先は、y、o、s、h、i、o、ドット、s、a、t、o、アットマーク、r、a、n、d、c、i、n、s、ドット、j、pとなります。","佐藤義朗さんのメール連絡先は、y、o、s、h、i、o、ドット、s、a、t、o、アットマーク、r、a、n、d、c、i、n、s、ドット、j、pとなります。","1017675165233503301","","2978","true","true","100","review","manual_review_required_without_llm_judge"
"CON-002","連絡先回答","業務管理部の連絡先回答","prompt連絡先一覧","1","業務管理部のメール連絡先は、g、y、o、u、m、u、k、a、n、r、i、アットマーク、r、a、n、d、c、i、n、s、ドット、j、p となります。","業務管理部のメール連絡先は、g、y、o、u、m、u、k、a、n、r、i、アットマーク、r、a、n、d、c、i、n、s、ドット、j、pとなります。","1017675165233503302","","2656","true","true","100","review","manual_review_required_without_llm_judge"
"CON-003","連絡先回答","岡部さんの連絡先回答","prompt連絡先一覧","1","経営管理部の岡部さんのメール連絡先は、  
k、e、i、e、i、k、a、n、r、i、アットマーク、r、a、n、d、c、i、n、s、ドット、j、p  
となります。","経営管理部の岡部さんのメール連絡先は、k、e、i、e、i、k、a、n、r、i、アットマーク、r、a、n、d、c、i、n、s、ドット、j、pとなります。","1017675165233503303","","2620","true","true","100","review","manual_review_required_without_llm_judge"
"CON-004","連絡先回答","高田さんの連絡先回答","prompt連絡先一覧","1","コンプライアンス部の高田さんのメール連絡先は  
t、o、s、h、i、o、ドット、t、a、k、a、d、a、アットマーク、r、a、n、d、c、i、n、s、ドット、j、p となります。","高田さんのメール連絡先は、t、o、s、h、i、o、ドット、t、a、k、a、d、a、アットマーク、r、a、n、d、c、i、n、s、ドット、j、pとなります。","1017675165233503304","","2851","true","true","100","review","manual_review_required_without_llm_judge"
"CON-005","連絡先回答","井寺さんの連絡先回答","prompt連絡先一覧","1","井寺さんのメール連絡先は  
h、a、r、u、m、i、ドット、i、d、e、r、a、アットマーク、r、a、n、d、c、i、n、s、ドット、j、p となります。","井寺さんのメール連絡先は、h、a、r、u、m、i、ドット、i、d、e、r、a、アットマーク、r、a、n、d、c、i、n、s、ドット、j、pとなります。","1017675165233503306","","2680","true","true","100","review","manual_review_required_without_llm_judge"
